Time,Topic,DataSize
3384,Lidar,24837
3384,Lidar,24837
3384,Lidar,24837
3384,Lidar,24837
3384,Odometry,320
3384,Odometry,124
3384,Odometry,360
3384,Odometry,368
3385,Odometry,360
3385,Odometry,320
3385,Lidar,24901
3385,Lidar,24901
3385,Lidar,24901
3385,Lidar,24837
3385,Kamera,6912055
3386,Lidar,24837
3386,Odometry,320
3386,Odometry,124
3386,Odometry,360
3386,Odometry,368
3386,Lidar,53
3386,Odometry,320
3386,Odometry,360
3386,Lidar,328
3386,Odometry,320
3386,Odometry,124
3386,Odometry,360
3387,Lidar,24901
3387,Odometry,368
3387,Odometry,320
3387,Odometry,360
3387,Lidar,24837
3387,Odometry,320
3388,Odometry,360
3388,Odometry,124
3388,Odometry,320
3388,Odometry,368
3388,Odometry,360
3388,Lidar,53
3388,Lidar,330
3388,Lidar,24837
3388,Lidar,24901
3389,Odometry,320
3389,Odometry,124
3389,Odometry,360
3389,Odometry,368
3389,Odometry,360
3389,Odometry,320
3389,Odometry,320
3389,Odometry,124
3389,Odometry,360
3390,Odometry,368
3390,Odometry,360
3390,Odometry,320
3391,Odometry,124
3391,Odometry,320
3391,Odometry,360
3391,Odometry,360
3391,Odometry,368
3391,Odometry,320
3392,Odometry,320
3392,Odometry,124
3392,Odometry,711
3392,Odometry,360
3392,Odometry,711
3392,Odometry,711
3392,Odometry,711
3392,Odometry,711
3392,Odometry,711
3392,Odometry,711
3392,Odometry,711
3392,Odometry,711
3392,Odometry,711
3392,Odometry,711
3392,Odometry,711
3392,Odometry,711
3392,Odometry,711
3392,Odometry,711
3392,Odometry,711
3392,Odometry,360
3392,Odometry,711
3392,Odometry,368
3392,Odometry,711
3392,Odometry,320
3392,Lidar,24837
3392,Lidar,24837
3392,Lidar,24837
3392,Lidar,53
3392,Odometry,320
3392,Odometry,124
3392,Odometry,360
3393,Odometry,368
3393,Odometry,711
3393,Odometry,320
3393,Odometry,360
3393,Lidar,24901
3393,Lidar,24901
3393,Lidar,24901
3393,Lidar,24837
3394,Odometry,320
3394,Odometry,124
3394,Odometry,360
3394,Odometry,360
3394,Odometry,368
3394,Odometry,320
3394,Lidar,24901
3395,Odometry,320
3395,Odometry,124
3395,Odometry,360
3395,Odometry,368
3395,Odometry,320
3395,Odometry,360
3395,Lidar,24837
3395,Lidar,24837
3395,Lidar,24837
3395,Lidar,24837
3395,Sonstige,119
3395,Sonstige,117
3396,Odometry,320
3396,Odometry,124
3396,Odometry,360
3396,Odometry,368
3396,Odometry,360
3396,Odometry,320
3396,Lidar,24901
3396,Lidar,53
3396,Lidar,328
3397,Lidar,24837
3397,Lidar,329
3397,Odometry,320
3397,Odometry,124
3397,Odometry,360
3397,Odometry,368
3397,Odometry,360
3397,Odometry,320
3397,Lidar,53
3398,Odometry,320
3398,Odometry,360
3398,Odometry,124
3398,Odometry,710
3398,Odometry,710
3398,Odometry,710
3398,Odometry,710
3398,Odometry,710
3398,Odometry,710
3398,Odometry,710
3398,Odometry,710
3398,Odometry,710
3398,Odometry,710
3398,Odometry,710
3398,Odometry,710
3398,Odometry,710
3398,Odometry,710
3398,Odometry,710
3398,Odometry,710
3398,Odometry,710
3398,Odometry,710
3398,Odometry,360
3398,Odometry,368
3398,Odometry,320
3398,Lidar,330
3398,Lidar,6291676
3398,Lidar,24837
3399,Odometry,320
3399,Odometry,124
3399,Odometry,360
3399,Odometry,368
3399,Odometry,710
3399,Odometry,360
3399,Odometry,320
3399,Lidar,24837
3399,Lidar,24837
3399,Lidar,24837
3399,Odometry,320
3399,Odometry,124
3400,Odometry,360
3400,Odometry,368
3400,Odometry,360
3400,Odometry,320
3400,Lidar,262207
3400,Lidar,262207
3400,Lidar,262207
3400,Lidar,262207
3401,Lidar,24901
3401,Lidar,24901
3401,Lidar,24901
3401,Odometry,320
3401,Odometry,124
3401,Odometry,360
3401,Odometry,368
3401,Odometry,360
3401,Odometry,320
3401,Lidar,24837
3401,Odometry,320
3401,Odometry,124
3402,Odometry,360
3402,Odometry,368
3402,Odometry,360
3402,Odometry,320
3402,Lidar,24901
3402,Lidar,53
3402,Lidar,329
3403,Lidar,24837
3403,Odometry,320
3403,Odometry,124
3403,Odometry,360
3403,Odometry,368
3403,Odometry,360
3403,Odometry,320
3404,Odometry,320
3404,Odometry,124
3404,Odometry,360
3404,Lidar,24901
3404,Odometry,368
3404,Odometry,320
3404,Odometry,360
3404,Lidar,24837
3404,Lidar,24837
3404,Lidar,24837
3405,Odometry,320
3405,Odometry,124
3405,Odometry,360
3405,Odometry,368
3405,Odometry,320
3405,Odometry,360
3405,Odometry,320
3405,Odometry,124
3405,Odometry,360
3406,Odometry,368
3406,Odometry,320
3406,Odometry,360
3406,Lidar,53
3406,Lidar,328
3406,Lidar,24837
3406,Odometry,320
3406,Odometry,124
3407,Odometry,360
3407,Odometry,360
3407,Odometry,368
3407,Odometry,320
3407,Lidar,24837
3407,Lidar,24837
3407,Lidar,24837
3408,Lidar,53
3408,Lidar,330
3408,Odometry,320
3408,Odometry,124
3408,Odometry,360
3408,Odometry,368
3408,Odometry,360
3408,Odometry,320
3408,Lidar,24901
3408,Lidar,24901
3408,Lidar,24901
3408,Odometry,320
3409,Lidar,24837
3409,Odometry,124
3409,Odometry,360
3409,Odometry,360
3409,Odometry,368
3409,Lidar,24837
3409,Odometry,320
3409,Odometry,320
3409,Odometry,360
3409,Odometry,124
3409,Odometry,368
3410,Lidar,24901
3410,Odometry,360
3410,Odometry,320
3410,Lidar,24837
3411,Odometry,320
3411,Odometry,360
3411,Odometry,368
3411,Odometry,124
3411,Odometry,711
3411,Odometry,711
3411,Odometry,711
3411,Odometry,711
3411,Odometry,711
3411,Odometry,711
3411,Odometry,711
3411,Odometry,711
3411,Odometry,711
3411,Odometry,711
3411,Odometry,711
3411,Odometry,711
3411,Odometry,711
3411,Odometry,711
3411,Odometry,711
3411,Odometry,711
3411,Odometry,711
3411,Odometry,711
3411,Odometry,360
3411,Odometry,320
3411,Lidar,24901
3411,Odometry,320
3411,Odometry,124
3411,Odometry,360
3411,Odometry,368
3411,Odometry,711
3412,Odometry,360
3412,Odometry,320
3413,Odometry,320
3413,Odometry,124
3413,Odometry,360
3413,Odometry,368
3413,Odometry,320
3413,Odometry,360
3413,Odometry,320
3413,Odometry,124
3413,Odometry,360
3413,Odometry,360
3413,Odometry,368
3414,Odometry,320
3414,Odometry,320
3414,Odometry,124
3414,Odometry,360
3414,Odometry,360
3414,Odometry,368
3415,Odometry,320
3415,Lidar,24837
3415,Lidar,24837
3415,Lidar,24837
3415,Lidar,24837
3415,Lidar,24837
3415,Lidar,24837
3416,Lidar,53
3416,Odometry,320
3416,Odometry,124
3416,Odometry,360
3416,Odometry,368
3416,Odometry,320
3416,Odometry,360
3416,Lidar,328
3416,Lidar,24901
3416,Lidar,24901
3416,Lidar,24901
3416,Lidar,24837
3416,Odometry,320
3416,Odometry,124
3416,Odometry,360
3416,Odometry,710
3416,Odometry,710
3416,Odometry,710
3417,Odometry,710
3417,Odometry,710
3417,Odometry,710
3417,Odometry,710
3417,Odometry,710
3417,Odometry,710
3417,Odometry,710
3417,Odometry,710
3417,Odometry,710
3417,Odometry,710
3417,Odometry,710
3417,Odometry,710
3417,Odometry,710
3417,Odometry,360
3417,Odometry,710
3417,Odometry,368
3417,Odometry,710
3417,Odometry,320
3417,Lidar,24837
3417,Odometry,320
3417,Odometry,124
3417,Odometry,360
3417,Odometry,368
3417,Odometry,710
3417,Odometry,360
3418,Kamera,361
3418,Lidar,24901
3418,Lidar,53
3418,Lidar,330
3418,Odometry,320
3418,Lidar,24837
3418,Odometry,320
3418,Odometry,124
3419,Odometry,360
3419,Odometry,368
3419,Odometry,320
3419,Odometry,360
3419,Lidar,24837
3419,Lidar,24901
3419,Odometry,320
3419,Odometry,124
3420,Odometry,360
3420,Odometry,368
3420,Odometry,360
3420,Odometry,320
3420,Kamera,6912056
3421,Lidar,53
3421,Lidar,329
3421,Odometry,320
3421,Odometry,124
3421,Odometry,360
3421,Odometry,368
3421,Odometry,320
3421,Odometry,360
3421,Odometry,320
3421,Odometry,124
3421,Odometry,360
3421,Odometry,368
3421,Odometry,360
3422,Odometry,320
3423,Odometry,320
3423,Odometry,124
3423,Odometry,360
3423,Odometry,368
3423,Odometry,360
3423,Odometry,320
3423,Lidar,24837
3423,Lidar,24837
3423,Lidar,24837
3424,Lidar,24901
3424,Lidar,24901
3424,Lidar,24901
3424,Odometry,320
3424,Odometry,124
3424,Odometry,360
3424,Odometry,368
3424,Odometry,320
3424,Odometry,360
3424,Lidar,24837
3424,Odometry,320
3424,Odometry,124
3424,Odometry,360
3424,Odometry,368
3425,Odometry,360
3425,Odometry,320
3425,Lidar,24837
3425,Lidar,24837
3425,Lidar,24837
3425,Lidar,24901
3425,Odometry,320
3425,Odometry,124
3425,Odometry,360
3425,Odometry,368
3426,Odometry,320
3426,Odometry,360
3426,Lidar,24837
3426,Lidar,53
3426,Lidar,328
3427,Kamera,361
3427,Odometry,320
3427,Odometry,360
3427,Odometry,124
3427,Odometry,368
3427,Lidar,24901
3427,Odometry,320
3427,Odometry,360
3427,Lidar,24837
3427,Odometry,320
3427,Odometry,124
3427,Odometry,360
3428,Lidar,53
3428,Odometry,360
3428,Odometry,368
3428,Odometry,320
3428,Lidar,330
3428,Odometry,320
3428,Odometry,124
3429,Odometry,360
3429,Odometry,368
3429,Kamera,6912056
3429,Lidar,24837
3429,Odometry,360
3429,Odometry,320
3429,Odometry,320
3429,Odometry,124
3429,Odometry,360
3430,Odometry,368
3430,Odometry,711
3430,Odometry,711
3430,Odometry,711
3430,Odometry,711
3430,Odometry,711
3430,Odometry,711
3430,Odometry,711
3430,Odometry,711
3430,Odometry,711
3430,Odometry,711
3430,Odometry,711
3430,Odometry,711
3430,Odometry,711
3430,Odometry,711
3430,Odometry,711
3430,Odometry,711
3430,Odometry,711
3430,Odometry,711
3430,Odometry,320
3430,Odometry,360
3430,Odometry,320
3430,Odometry,124
3430,Odometry,360
3430,Odometry,711
3430,Odometry,368
3431,Lidar,24837
3431,Lidar,24837
3431,Lidar,24837
3431,Odometry,360
3431,Odometry,320
3432,Lidar,24901
3432,Lidar,24901
3432,Lidar,24901
3432,Odometry,320
3432,Odometry,124
3432,Odometry,360
3432,Odometry,360
3432,Odometry,368
3432,Odometry,320
3432,Lidar,24837
3432,Odometry,320
3432,Odometry,124
3432,Odometry,360
3432,Odometry,368
3432,Odometry,320
3432,Odometry,360
3433,Lidar,24901
3433,Odometry,320
3433,Odometry,124
3433,Odometry,360
3433,Odometry,368
3434,Odometry,360
3434,Odometry,320
3434,Lidar,24837
3435,Lidar,24901
3435,Odometry,124
3435,Odometry,320
3435,Odometry,360
3435,Odometry,368
3435,Odometry,360
3435,Odometry,320
3435,Lidar,24837
3435,Lidar,24837
3435,Lidar,24837
3435,Odometry,320
3435,Odometry,124
3435,Odometry,360
3435,Odometry,368
3435,Odometry,710
3435,Odometry,710
3436,Odometry,710
3436,Odometry,710
3436,Odometry,710
3436,Odometry,710
3436,Odometry,710
3436,Odometry,710
3436,Odometry,710
3436,Odometry,710
3436,Odometry,710
3436,Odometry,710
3436,Odometry,710
3436,Odometry,710
3436,Odometry,710
3436,Odometry,710
3436,Odometry,710
3436,Odometry,710
3436,Odometry,320
3436,Odometry,360
3436,Lidar,53
3436,Lidar,328
3436,Odometry,320
3436,Odometry,124
3437,Odometry,360
3437,Odometry,368
3437,Odometry,710
3437,Odometry,360
3437,Odometry,320
3437,Lidar,24837
3437,Odometry,124
3437,Odometry,320
3437,Odometry,360
3437,Odometry,368
3438,Odometry,360
3438,Odometry,320
3438,Lidar,53
3438,Lidar,330
3439,Odometry,320
3439,Odometry,124
3439,Odometry,360
3439,Odometry,368
3439,Lidar,24837
3439,Lidar,24837
3439,Odometry,320
3439,Lidar,24837
3439,Odometry,360
3440,Lidar,24901
3440,Lidar,24901
3440,Lidar,24837
3440,Lidar,24901
3440,Odometry,320
3440,Odometry,124
3440,Odometry,360
3440,Odometry,368
3440,Odometry,320
3440,Odometry,360
3440,Lidar,24837
3440,Odometry,320
3440,Odometry,360
3440,Odometry,124
3440,Odometry,368
3440,Odometry,320
3440,Odometry,360
3441,Lidar,24901
3442,Odometry,320
3442,Odometry,360
3442,Odometry,124
3442,Odometry,368
3442,Odometry,360
3442,Odometry,320
3442,Lidar,53
3442,Lidar,24837
3442,Lidar,329
3443,Lidar,24901
3443,Odometry,320
3443,Odometry,124
3443,Odometry,360
3443,Odometry,368
3443,Odometry,360
3443,Odometry,320
3443,Odometry,320
3443,Odometry,124
3443,Odometry,360
3444,Odometry,368
3444,Odometry,320
3444,Odometry,360
3445,Odometry,320
3445,Odometry,124
3445,Odometry,360
3445,Odometry,360
3445,Odometry,368
3445,Odometry,320
3445,Odometry,320
3445,Odometry,360
3445,Odometry,124
3446,Odometry,368
3446,Odometry,360
3446,Odometry,320
3446,Lidar,24837
3446,Lidar,24837
3446,Lidar,24837
3446,Lidar,24837
3446,Lidar,24837
3446,Lidar,24837
3446,Lidar,53
3447,Odometry,320
3447,Odometry,360
3447,Odometry,124
3447,Odometry,368
3447,Odometry,320
3447,Odometry,360
3447,Lidar,24901
3447,Lidar,24901
3447,Lidar,24901
3447,Lidar,53
3447,Lidar,330
3448,Lidar,24837
3448,Lidar,24837
3448,Odometry,320
3448,Odometry,124
3448,Odometry,360
3448,Odometry,368
3448,Odometry,320
3448,Odometry,360
3448,Odometry,320
3448,Odometry,124
3448,Odometry,368
3448,Odometry,360
3448,Odometry,711
3448,Odometry,711
3448,Odometry,711
3449,Odometry,711
3449,Odometry,711
3449,Odometry,711
3449,Odometry,711
3449,Odometry,711
3449,Odometry,711
3449,Odometry,711
3449,Odometry,711
3449,Odometry,711
3449,Odometry,711
3449,Odometry,711
3449,Odometry,711
3449,Odometry,711
3449,Odometry,711
3449,Odometry,711
3449,Odometry,320
3449,Odometry,360
3449,Lidar,24901
3449,Sonstige,117
3450,Odometry,320
3450,Odometry,124
3450,Odometry,360
3450,Odometry,711
3450,Odometry,368
3450,Odometry,320
3450,Odometry,360
3450,Lidar,24837
3452,Lidar,6291675
3452,Lidar,24901
3452,Sonstige,115
3454,Lidar,24837
3454,Lidar,328
3454,Odometry,320
3454,Odometry,320
3454,Odometry,320
3454,Odometry,320
3454,Odometry,124
3454,Odometry,124
3454,Odometry,124
3454,Odometry,124
3454,Odometry,360
3454,Odometry,360
3454,Odometry,360
3454,Odometry,360
3454,Odometry,360
3454,Odometry,360
3454,Odometry,360
3454,Odometry,360
3454,Odometry,368
3454,Odometry,368
3454,Odometry,368
3454,Odometry,368
3454,Odometry,320
3454,Odometry,320
3454,Odometry,320
3454,Odometry,320
3454,Lidar,53
3454,Lidar,329
3454,Lidar,24837
3454,Lidar,24837
3454,Lidar,24837
3454,Odometry,320
3454,Odometry,124
3454,Odometry,360
3454,Odometry,710
3454,Odometry,710
3455,Odometry,710
3455,Odometry,710
3455,Odometry,710
3455,Odometry,710
3455,Odometry,710
3455,Odometry,710
3455,Odometry,710
3455,Odometry,710
3455,Odometry,710
3455,Odometry,710
3455,Odometry,710
3455,Odometry,710
3455,Odometry,710
3455,Odometry,710
3455,Odometry,710
3455,Odometry,320
3455,Odometry,710
3455,Odometry,360
3455,Odometry,368
3455,Sonstige,121
3455,Sonstige,119
3455,Lidar,262206
3455,Lidar,262206
3456,Lidar,262206
3456,Lidar,262206
3456,Odometry,124
3456,Odometry,360
3456,Odometry,320
3456,Odometry,710
3456,Odometry,368
3456,Lidar,24837
3456,Odometry,360
3456,Lidar,53
3456,Odometry,320
3456,Lidar,328
3456,Lidar,24837
3456,Lidar,24837
3456,Lidar,24837
3456,Odometry,320
3457,Odometry,124
3457,Odometry,360
3457,Odometry,368
3457,Odometry,360
3457,Odometry,320
3457,Lidar,24901
3457,Lidar,24901
3457,Lidar,24901
3457,Lidar,24901
3457,Lidar,24837
3458,Lidar,53
3458,Odometry,320
3458,Odometry,124
3458,Lidar,330
3458,Odometry,360
3458,Odometry,368
3458,Odometry,360
3458,Odometry,320
3458,Lidar,24837
3458,Lidar,24901
3459,Lidar,6291677
3459,Odometry,320
3459,Odometry,124
3459,Odometry,360
3459,Odometry,368
3459,Odometry,320
3459,Odometry,360
3459,Odometry,124
3459,Odometry,320
3459,Odometry,360
3459,Odometry,368
3459,Odometry,360
3460,Odometry,320
3460,Lidar,24901
3460,Lidar,24837
3461,Odometry,320
3461,Odometry,124
3461,Odometry,360
3461,Odometry,368
3461,Lidar,262208
3461,Odometry,360
3461,Odometry,320
3461,Lidar,262208
3461,Lidar,262208
3461,Lidar,262208
3462,Odometry,320
3462,Odometry,124
3462,Odometry,360
3462,Odometry,368
3462,Odometry,360
3462,Odometry,320
3462,Lidar,24837
3462,Lidar,24837
3462,Lidar,24837
3462,Odometry,320
3462,Odometry,124
3462,Odometry,360
3463,Odometry,368
3463,Odometry,320
3463,Odometry,360
3463,Odometry,320
3463,Odometry,124
3463,Odometry,360
3463,Odometry,368
3463,Odometry,360
3464,Lidar,24837
3464,Odometry,320
3464,Lidar,125
3464,Odometry,320
3464,Odometry,124
3465,Odometry,360
3465,Lidar,24901
3465,Lidar,24901
3465,Lidar,24901
3465,Odometry,360
3465,Odometry,368
3465,Odometry,320
3465,Lidar,24837
3465,Odometry,320
3465,Odometry,124
3465,Odometry,360
3466,Odometry,368
3466,Odometry,320
3466,Odometry,360
3466,Lidar,53
3466,Lidar,328
3466,Lidar,24901
3466,Lidar,24837
3466,Lidar,24837
3466,Lidar,24837
3467,Odometry,320
3467,Odometry,124
3467,Odometry,360
3467,Odometry,368
3467,Odometry,360
3467,Odometry,320
3467,Odometry,320
3467,Odometry,124
3467,Odometry,360
3467,Odometry,368
3467,Odometry,711
3468,Odometry,711
3468,Odometry,711
3468,Odometry,711
3468,Odometry,711
3468,Odometry,711
3468,Odometry,711
3468,Odometry,711
3468,Odometry,711
3468,Odometry,711
3468,Odometry,711
3468,Odometry,711
3468,Odometry,711
3468,Odometry,711
3468,Odometry,711
3468,Odometry,711
3468,Odometry,711
3468,Odometry,711
3468,Odometry,360
3468,Odometry,320
3468,Lidar,53
3468,Lidar,24901
3468,Lidar,330
3468,Lidar,24837
3468,Odometry,320
3468,Odometry,124
3468,Odometry,360
3468,Odometry,368
3469,Odometry,360
3469,Odometry,711
3469,Odometry,320
3469,Lidar,131
3470,Odometry,320
3470,Odometry,124
3470,Odometry,360
3470,Odometry,368
3470,Odometry,360
3470,Lidar,24837
3470,Lidar,24837
3470,Lidar,24837
3470,Odometry,320
3470,Kamera,362
3470,Odometry,320
3470,Odometry,124
3471,Odometry,360
3471,Lidar,24837
3471,Odometry,368
3471,Odometry,360
3471,Lidar,53
3471,Odometry,320
3471,Lidar,329
3471,Odometry,320
3471,Odometry,360
3471,Odometry,124
3472,Odometry,360
3472,Odometry,368
3472,Lidar,24837
3472,Odometry,320
3472,Lidar,126
3472,Lidar,24901
3472,Lidar,24901
3472,Lidar,24901
3473,Odometry,320
3473,Odometry,124
3473,Odometry,360
3473,Odometry,360
3473,Odometry,368
3473,Odometry,320
3473,Kamera,6912057
3473,Lidar,24837
3473,Odometry,320
3473,Odometry,124
3473,Odometry,360
3473,Odometry,710
3473,Odometry,710
3473,Odometry,710
3474,Odometry,710
3474,Odometry,710
3474,Odometry,710
3474,Odometry,710
3474,Odometry,710
3474,Odometry,710
3474,Odometry,710
3474,Odometry,710
3474,Odometry,710
3474,Odometry,710
3474,Odometry,710
3474,Odometry,710
3474,Odometry,710
3474,Odometry,710
3474,Odometry,710
3474,Odometry,360
3474,Odometry,368
3474,Odometry,320
3474,Lidar,24901
3475,Odometry,320
3475,Odometry,124
3475,Odometry,360
3475,Odometry,368
3475,Odometry,360
3475,Odometry,710
3475,Odometry,320
3475,Lidar,24901
3475,Odometry,320
3475,Odometry,124
3475,Odometry,360
3475,Odometry,368
3476,Odometry,360
3476,Odometry,320
3476,Lidar,53
3476,Lidar,328
3476,Odometry,320
3476,Odometry,124
3476,Odometry,360
3476,Odometry,368
3477,Odometry,360
3477,Odometry,320
3477,Lidar,24837
3477,Lidar,24837
3477,Lidar,24837
3477,Lidar,53
3477,Lidar,330
3478,Lidar,24837
3478,Lidar,24837
3478,Lidar,24837
3478,Odometry,320
3478,Odometry,124
3478,Odometry,360
3478,Odometry,368
3478,Odometry,360
3478,Odometry,320
3478,Odometry,320
3478,Odometry,124
3478,Odometry,360
3478,Odometry,368
3479,Odometry,360
3479,Odometry,320
3479,Lidar,24837
3479,Lidar,24837
3479,Odometry,320
3479,Odometry,124
3479,Odometry,360
3480,Odometry,368
3480,Odometry,360
3480,Odometry,320
3480,Lidar,24901
3480,Lidar,24901
3480,Lidar,24901
3481,Lidar,24837
3481,Lidar,24837
3481,Odometry,320
3481,Odometry,124
3481,Odometry,360
3481,Odometry,368
3481,Odometry,360
3481,Odometry,320
3481,Odometry,320
3481,Odometry,124
3481,Odometry,360
3481,Odometry,368
3482,Odometry,360
3482,Odometry,320
3482,Lidar,24901
3483,Odometry,320
3483,Odometry,360
3483,Odometry,124
3483,Odometry,368
3483,Odometry,360
3483,Odometry,320
3483,Lidar,24901
3483,Odometry,320
3483,Odometry,124
3483,Odometry,360
3484,Odometry,368
3484,Odometry,360
3484,Odometry,320
3484,Kamera,360
3484,Odometry,320
3484,Odometry,124
3484,Odometry,360
3485,Odometry,368
3485,Odometry,360
3485,Odometry,320
3486,Lidar,24837
3486,Lidar,24837
3486,Lidar,24837
3486,Lidar,53
3486,Lidar,328
3486,Odometry,320
3486,Odometry,124
3486,Odometry,360
3486,Odometry,368
3486,Odometry,360
3486,Kamera,6912055
3486,Odometry,320
3486,Odometry,320
3487,Odometry,124
3487,Odometry,360
3487,Odometry,368
3487,Odometry,711
3487,Odometry,711
3487,Odometry,711
3487,Odometry,711
3487,Odometry,711
3487,Odometry,711
3487,Odometry,711
3487,Odometry,711
3487,Odometry,711
3487,Odometry,711
3487,Odometry,711
3487,Odometry,711
3487,Odometry,711
3487,Odometry,711
3487,Odometry,711
3487,Odometry,711
3487,Odometry,711
3487,Odometry,711
3487,Odometry,360
3487,Odometry,320
3487,Lidar,24837
3487,Lidar,24837
3487,Lidar,24837
3487,Lidar,24837
3487,Odometry,320
3487,Odometry,124
3487,Odometry,360
3487,Odometry,368
3487,Odometry,711
3487,Odometry,360
3488,Odometry,320
3488,Lidar,24901
3488,Lidar,24901
3488,Lidar,24901
3488,Lidar,53
3488,Lidar,330
3489,Lidar,24837
3489,Odometry,320
3489,Odometry,124
3489,Odometry,360
3489,Odometry,368
3489,Odometry,360
3489,Odometry,320
3489,Lidar,24837
3489,Lidar,24901
3489,Odometry,320
3489,Odometry,124
3490,Odometry,360
3490,Odometry,368
3490,Odometry,320
3490,Odometry,360
3490,Odometry,320
3491,Odometry,124
3491,Odometry,360
3491,Odometry,368
3491,Odometry,360
3491,Lidar,24901
3491,Lidar,24837
3491,Lidar,53
3491,Odometry,320
3492,Odometry,320
3492,Odometry,124
3492,Odometry,360
3492,Odometry,368
3492,Odometry,360
3492,Odometry,320
3492,Odometry,320
3492,Odometry,124
3493,Odometry,360
3493,Odometry,368
3493,Odometry,710
3493,Odometry,710
3493,Odometry,710
3493,Odometry,710
3493,Odometry,710
3493,Odometry,710
3493,Odometry,710
3493,Odometry,710
3493,Odometry,710
3493,Odometry,710
3493,Odometry,710
3493,Odometry,710
3493,Odometry,710
3493,Odometry,710
3493,Odometry,710
3493,Odometry,710
3493,Odometry,710
3493,Odometry,360
3493,Odometry,710
3493,Odometry,320
3493,Lidar,24837
3493,Lidar,24837
3493,Lidar,24837
3494,Sonstige,119
3494,Sonstige,117
3494,Odometry,124
3494,Odometry,320
3494,Odometry,710
3494,Odometry,360
3494,Odometry,368
3494,Odometry,320
