Time,Topic,DataSize
3256,Odometry,124
3256,Odometry,360
3256,Odometry,368
3256,Lidar,262206
3256,Lidar,262206
3256,Odometry,360
3256,Odometry,320
3256,Lidar,262206
3256,Lidar,53
3256,Lidar,262206
3256,Lidar,328
3257,Odometry,320
3257,Odometry,124
3257,Odometry,360
3257,Odometry,368
3257,Odometry,360
3257,Odometry,320
3257,Lidar,24901
3258,Lidar,53
3258,Lidar,330
3258,Odometry,320
3258,Odometry,124
3258,Odometry,360
3258,Odometry,360
3258,Odometry,368
3258,Odometry,320
3258,Lidar,24837
3258,Lidar,24837
3258,Lidar,24837
3259,Odometry,320
3259,Odometry,124
3259,Odometry,360
3259,Odometry,368
3259,Odometry,711
3259,Odometry,711
3259,Odometry,711
3259,Odometry,711
3259,Odometry,711
3259,Odometry,711
3259,Odometry,711
3259,Odometry,711
3259,Odometry,711
3259,Odometry,711
3259,Odometry,711
3259,Odometry,711
3259,Odometry,711
3259,Odometry,711
3259,Odometry,711
3259,Odometry,711
3259,Odometry,711
3259,Odometry,360
3259,Odometry,711
3259,Odometry,320
3259,Lidar,6291677
3259,Odometry,320
3259,Odometry,124
3259,Odometry,360
3260,Odometry,368
3260,Odometry,711
3260,Odometry,320
3260,Odometry,360
3260,Lidar,24837
3260,Lidar,24837
3260,Lidar,24837
3260,Lidar,24837
3260,Lidar,24901
3260,Lidar,24901
3260,Lidar,24901
3260,Odometry,320
3260,Odometry,360
3260,Odometry,124
3260,Odometry,368
3260,Odometry,360
3261,Odometry,320
3261,Lidar,262208
3261,Lidar,262208
3261,Lidar,262208
3261,Lidar,262208
3261,Lidar,24837
3262,Lidar,24901
3262,Lidar,53
3262,Lidar,24837
3262,Lidar,329
3262,Odometry,320
3262,Odometry,124
3262,Odometry,320
3262,Odometry,368
3262,Odometry,360
3262,Odometry,360
3262,Odometry,320
3262,Odometry,124
3262,Odometry,360
3263,Odometry,368
3263,Odometry,360
3263,Odometry,320
3263,Lidar,24901
3263,Odometry,320
3263,Odometry,360
3263,Odometry,124
3263,Odometry,368
3264,Odometry,360
3264,Lidar,24837
3264,Odometry,320
3264,Odometry,320
3264,Odometry,124
3264,Odometry,360
3264,Odometry,368
3265,Odometry,710
3265,Odometry,710
3265,Odometry,710
3265,Odometry,710
3265,Odometry,710
3265,Odometry,710
3265,Odometry,710
3265,Odometry,710
3265,Odometry,710
3265,Odometry,710
3265,Odometry,710
3265,Odometry,710
3265,Odometry,710
3265,Odometry,710
3265,Odometry,710
3265,Odometry,710
3265,Odometry,320
3265,Odometry,710
3265,Odometry,710
3265,Odometry,360
3265,Odometry,320
3265,Odometry,124
3265,Odometry,360
3265,Odometry,368
3265,Odometry,710
3266,Odometry,320
3266,Odometry,360
3266,Lidar,24837
3266,Lidar,24837
3266,Lidar,24837
3266,Lidar,53
3266,Lidar,328
3267,Odometry,320
3267,Odometry,360
3267,Odometry,124
3267,Odometry,368
3267,Odometry,360
3267,Odometry,320
3267,Lidar,24837
3267,Odometry,320
3267,Odometry,360
3267,Odometry,124
3267,Odometry,368
3267,Odometry,360
3268,Odometry,320
3268,Lidar,24901
3268,Lidar,24901
3268,Lidar,53
3268,Lidar,24901
3268,Lidar,330
3268,Odometry,320
3268,Odometry,124
3268,Odometry,360
3268,Odometry,368
3268,Odometry,320
3268,Odometry,360
3269,Lidar,24837
3269,Lidar,24901
3270,Lidar,24837
3270,Lidar,24837
3270,Lidar,24837
3270,Odometry,320
3270,Odometry,124
3270,Odometry,360
3270,Odometry,360
3270,Odometry,368
3270,Odometry,320
3271,Odometry,320
3271,Odometry,124
3271,Odometry,360
3271,Odometry,368
3271,Odometry,320
3271,Odometry,360
3271,Kamera,362
3271,Lidar,24901
3271,Odometry,320
3271,Odometry,360
3271,Odometry,124
3271,Odometry,368
3272,Odometry,360
3272,Odometry,320
3272,Lidar,24837
3272,Lidar,53
3272,Lidar,329
3273,Odometry,320
3273,Odometry,124
3273,Odometry,360
3273,Odometry,368
3273,Odometry,320
3273,Odometry,360
3273,Kamera,6912057
3273,Odometry,320
3273,Odometry,124
3273,Odometry,360
3273,Odometry,368
3274,Odometry,320
3274,Odometry,360
3274,Lidar,24837
3274,Lidar,24837
3274,Lidar,24837
3274,Lidar,24837
3274,Odometry,320
3274,Odometry,124
3274,Odometry,360
3275,Odometry,368
3275,Odometry,360
3275,Odometry,320
3275,Lidar,24837
3276,Odometry,320
3276,Odometry,124
3276,Odometry,360
3276,Odometry,320
3276,Odometry,368
3276,Odometry,360
3276,Lidar,24901
3276,Lidar,24901
3276,Lidar,24901
3276,Lidar,53
3276,Lidar,328
3277,Odometry,320
3277,Odometry,360
3277,Odometry,124
3277,Odometry,368
3277,Odometry,360
3277,Odometry,320
3277,Lidar,24837
3277,Lidar,24901
3277,Lidar,53
3277,Lidar,330
3278,Odometry,320
3278,Odometry,124
3278,Odometry,360
3278,Odometry,368
3278,Odometry,711
3278,Odometry,711
3278,Odometry,711
3278,Odometry,711
3278,Odometry,711
3278,Odometry,711
3278,Odometry,711
3278,Odometry,711
3278,Odometry,711
3278,Odometry,711
3278,Odometry,711
3278,Odometry,711
3278,Odometry,711
3278,Odometry,711
3278,Odometry,711
3278,Odometry,711
3278,Odometry,711
3278,Odometry,711
3278,Odometry,360
3278,Odometry,320
3279,Odometry,320
3279,Odometry,124
3279,Odometry,360
3279,Odometry,711
3279,Odometry,368
3279,Odometry,360
3279,Odometry,320
3279,Lidar,24901
3280,Odometry,320
3280,Odometry,124
3280,Odometry,360
3280,Odometry,368
3280,Odometry,360
3280,Odometry,320
3280,Lidar,24837
3280,Lidar,24837
3280,Lidar,24837
3281,Odometry,320
3281,Odometry,124
3281,Odometry,360
3281,Odometry,368
3281,Odometry,360
3281,Odometry,320
3281,Odometry,320
3281,Odometry,124
3282,Odometry,360
3282,Odometry,368
3282,Lidar,24837
3282,Lidar,24837
3282,Lidar,24837
3282,Odometry,360
3282,Odometry,320
3282,Lidar,24837
3283,Odometry,320
3283,Odometry,124
3283,Odometry,360
3283,Odometry,368
3283,Odometry,320
3283,Odometry,360
3283,Lidar,24837
3283,Kamera,360
3284,Odometry,320
3284,Odometry,124
3284,Odometry,360
3284,Odometry,360
3284,Lidar,24901
3284,Lidar,24901
3284,Odometry,368
3284,Lidar,24901
3284,Odometry,710
3284,Odometry,710
3284,Odometry,710
3284,Odometry,710
3284,Odometry,710
3284,Odometry,710
3284,Odometry,710
3284,Odometry,710
3284,Odometry,710
3284,Odometry,710
3284,Odometry,710
3284,Odometry,710
3284,Odometry,710
3284,Odometry,710
3284,Odometry,710
3284,Odometry,710
3284,Odometry,710
3284,Odometry,710
3284,Odometry,320
3284,Lidar,24837
3285,Odometry,320
3285,Odometry,124
3285,Odometry,360
3285,Odometry,368
3285,Odometry,710
3285,Odometry,320
3285,Odometry,360
3285,Lidar,24837
3285,Lidar,24901
3286,Odometry,320
3286,Odometry,320
3286,Odometry,124
3286,Odometry,360
3286,Odometry,360
3286,Odometry,368
3286,Lidar,53
3286,Kamera,6912055
3286,Lidar,328
3287,Odometry,320
3287,Odometry,124
3287,Odometry,360
3287,Odometry,368
3287,Odometry,320
3287,Odometry,360
3287,Lidar,24901
3287,Lidar,53
3287,Odometry,320
3288,Odometry,124
3288,Odometry,360
3288,Odometry,360
3288,Odometry,368
3288,Lidar,330
3288,Odometry,320
3289,Odometry,320
3289,Odometry,124
3289,Odometry,360
3289,Odometry,360
3289,Odometry,368
3289,Odometry,320
3289,Lidar,24837
3289,Lidar,24837
3289,Lidar,24837
3289,Odometry,320
3290,Odometry,124
3290,Odometry,360
3290,Odometry,360
3290,Odometry,320
3290,Odometry,368
3290,Odometry,320
3290,Odometry,360
3290,Odometry,124
3290,Odometry,368
3291,Lidar,24837
3291,Lidar,24837
3291,Lidar,24837
3291,Lidar,53
3291,Lidar,24837
3291,Odometry,360
3291,Lidar,24901
3291,Lidar,24901
3291,Lidar,24901
3291,Odometry,320
3292,Odometry,320
3292,Odometry,124
3292,Odometry,360
3292,Odometry,368
3292,Odometry,320
3292,Odometry,360
3293,Lidar,24837
3293,Odometry,320
3293,Odometry,124
3293,Odometry,368
3293,Odometry,360
3293,Odometry,360
3293,Odometry,320
3293,Lidar,24837
3293,Lidar,24901
3294,Odometry,320
3294,Odometry,124
3294,Odometry,360
3294,Odometry,368
3294,Odometry,360
3294,Sonstige,119
3294,Sonstige,117
3294,Odometry,320
3294,Lidar,24901
3294,Odometry,320
3295,Odometry,124
3295,Odometry,360
3295,Odometry,368
3295,Odometry,320
3295,Odometry,360
3295,Odometry,320
3296,Odometry,124
3296,Odometry,368
3296,Odometry,360
3296,Odometry,320
3296,Odometry,360
3296,Lidar,53
3296,Lidar,24837
3296,Lidar,329
3296,Lidar,328
3297,Odometry,320
3297,Odometry,124
3297,Odometry,360
3297,Odometry,711
3297,Odometry,711
3297,Odometry,711
3297,Odometry,711
3297,Odometry,711
3297,Odometry,711
3297,Odometry,711
3297,Odometry,711
3297,Odometry,711
3297,Odometry,711
3297,Odometry,711
3297,Odometry,711
3297,Odometry,711
3297,Lidar,6291676
3297,Odometry,711
3297,Odometry,711
3297,Odometry,711
3297,Odometry,711
3297,Odometry,711
3297,Odometry,368
3297,Odometry,360
3297,Odometry,320
3298,Lidar,24837
3298,Lidar,24837
3298,Lidar,24837
3298,Odometry,368
3298,Odometry,320
3298,Odometry,124
3298,Odometry,360
3298,Odometry,711
3298,Lidar,53
3298,Odometry,320
3298,Odometry,360
3298,Lidar,330
3298,Odometry,320
3298,Odometry,124
3298,Odometry,360
3299,Odometry,360
3299,Odometry,368
3299,Odometry,320
3299,Lidar,24837
3299,Lidar,24901
3299,Lidar,24901
3299,Lidar,24901
3299,Lidar,262207
3299,Lidar,262207
3299,Lidar,262207
3299,Lidar,262207
3300,Odometry,320
3300,Odometry,124
3300,Odometry,360
3300,Odometry,368
3300,Odometry,320
3300,Odometry,360
3300,Lidar,24837
3300,Odometry,320
3300,Odometry,124
3300,Odometry,368
3300,Odometry,360
3300,Odometry,320
3301,Odometry,360
3301,Lidar,24901
3301,Lidar,24837
3301,Lidar,24837
3301,Lidar,24837
3301,Odometry,320
3301,Odometry,124
3301,Odometry,360
3301,Odometry,368
3302,Odometry,360
3302,Odometry,320
3302,Lidar,24901
3302,Odometry,320
3302,Odometry,124
3302,Odometry,360
3302,Odometry,710
3302,Odometry,710
3302,Odometry,710
3302,Odometry,710
3303,Odometry,710
3303,Odometry,710
3303,Odometry,710
3303,Odometry,710
3303,Odometry,710
3303,Odometry,710
3303,Odometry,710
3303,Odometry,710
3303,Odometry,710
3303,Odometry,710
3303,Odometry,710
3303,Odometry,710
3303,Odometry,710
3303,Odometry,710
3303,Odometry,360
3303,Odometry,368
3303,Odometry,320
3303,Lidar,24837
3303,Odometry,320
3303,Odometry,124
3303,Odometry,360
3303,Odometry,368
3303,Odometry,710
3304,Odometry,320
3304,Odometry,360
3305,Lidar,24837
3305,Lidar,24837
3305,Lidar,24837
3305,Odometry,320
3305,Odometry,124
3305,Odometry,360
3305,Odometry,368
3305,Odometry,320
3305,Odometry,360
3305,Lidar,24837
3306,Odometry,320
3306,Odometry,124
3306,Odometry,360
3306,Odometry,368
3306,Odometry,320
3306,Odometry,360
3306,Lidar,53
3306,Lidar,328
3307,Lidar,24837
3307,Odometry,320
3307,Odometry,124
3307,Odometry,360
3307,Odometry,368
3307,Odometry,360
3307,Odometry,320
3307,Lidar,24901
3307,Lidar,24901
3307,Lidar,24901
3307,Lidar,53
3308,Lidar,330
3308,Odometry,320
3308,Odometry,124
3308,Odometry,360
3308,Odometry,368
3308,Odometry,360
3308,Odometry,320
3308,Lidar,24837
3308,Lidar,24901
3309,Odometry,320
3309,Odometry,124
3309,Odometry,360
3309,Odometry,368
3309,Odometry,360
3309,Odometry,320
3310,Odometry,320
3310,Odometry,124
3310,Odometry,360
3310,Odometry,368
3310,Odometry,360
3310,Lidar,24901
3310,Odometry,320
3310,Odometry,320
3310,Odometry,124
3310,Odometry,360
3310,Odometry,368
3311,Odometry,360
3311,Odometry,320
3311,Lidar,24837
3311,Lidar,24837
3311,Lidar,24837
3311,Odometry,320
3311,Odometry,124
3311,Odometry,360
3311,Odometry,368
3311,Odometry,320
3312,Odometry,360
3313,Lidar,24837
3313,Lidar,24837
3313,Lidar,24837
3313,Odometry,320
3313,Odometry,124
3313,Odometry,360
3313,Odometry,368
3313,Odometry,360
3313,Odometry,320
3313,Lidar,24837
3313,Lidar,53
3313,Lidar,329
3313,Odometry,320
3313,Odometry,124
3313,Odometry,360
3313,Odometry,368
3313,Odometry,360
3314,Odometry,320
3314,Lidar,124
3315,Lidar,24837
3315,Odometry,320
3315,Odometry,124
3315,Odometry,368
3315,Odometry,360
3315,Lidar,24901
3315,Lidar,24901
3315,Lidar,24901
3315,Odometry,360
3315,Odometry,320
3316,Lidar,24837
3316,Odometry,320
3316,Odometry,124
3316,Odometry,360
3316,Odometry,368
3316,Lidar,24837
3316,Odometry,711
3316,Odometry,711
3316,Odometry,711
3316,Odometry,711
3316,Odometry,711
3316,Odometry,711
3316,Odometry,711
3316,Odometry,711
3316,Odometry,711
3316,Odometry,711
3316,Odometry,711
3316,Odometry,711
3316,Odometry,711
3316,Odometry,711
3316,Odometry,711
3316,Odometry,711
3316,Odometry,711
3316,Odometry,711
3316,Lidar,53
3316,Odometry,360
3316,Odometry,320
3316,Lidar,328
3316,Lidar,24901
3316,Odometry,320
3316,Odometry,124
3316,Odometry,360
3316,Odometry,368
3316,Odometry,711
3316,Odometry,360
3316,Odometry,320
3317,Odometry,320
3318,Odometry,360
3318,Odometry,124
3318,Odometry,368
3318,Odometry,360
3318,Lidar,24901
3318,Lidar,53
3318,Lidar,330
3318,Odometry,320
3318,Kamera,361
3319,Odometry,320
3319,Odometry,124
3319,Odometry,360
3319,Odometry,360
3319,Odometry,368
3319,Odometry,320
3319,Odometry,320
3320,Odometry,124
3320,Odometry,360
3320,Odometry,368
3320,Odometry,320
3320,Odometry,360
3321,Lidar,24837
3321,Lidar,24837
3321,Lidar,24837
3321,Odometry,320
3321,Odometry,124
3321,Odometry,360
3321,Odometry,360
3321,Odometry,368
3321,Odometry,320
3321,Kamera,6912056
3322,Odometry,320
3322,Odometry,124
3322,Odometry,360
3322,Odometry,710
3322,Odometry,710
3322,Odometry,710
3322,Odometry,710
3322,Odometry,710
3322,Odometry,710
3322,Odometry,710
3322,Odometry,710
3322,Odometry,710
3322,Odometry,710
3322,Odometry,710
3322,Odometry,710
3322,Odometry,710
3322,Odometry,710
3322,Odometry,710
3322,Odometry,710
3322,Odometry,710
3322,Odometry,710
3322,Odometry,360
3322,Odometry,368
3322,Odometry,320
3322,Lidar,24837
3322,Lidar,24837
3322,Lidar,24837
3322,Lidar,53
3322,Lidar,329
3322,Lidar,24837
3323,Lidar,24901
3323,Lidar,24901
3323,Lidar,24901
3323,Odometry,320
3323,Odometry,124
3323,Odometry,360
3323,Odometry,710
3323,Odometry,368
3323,Odometry,320
3323,Odometry,360
3324,Lidar,24837
3324,Lidar,24837
3324,Odometry,320
3324,Odometry,124
3324,Odometry,360
3324,Odometry,360
3324,Odometry,368
3324,Odometry,320
3324,Lidar,24901
3324,Odometry,320
3324,Odometry,124
3325,Odometry,360
3325,Odometry,368
3325,Odometry,360
3325,Odometry,320
3325,Odometry,320
3326,Odometry,124
3326,Odometry,360
3326,Odometry,368
3326,Odometry,360
3326,Odometry,320
3326,Lidar,24901
3326,Lidar,24837
3326,Lidar,53
3326,Lidar,328
3327,Odometry,320
3327,Odometry,124
3327,Odometry,360
3327,Odometry,368
3327,Odometry,360
3327,Odometry,320
3328,Lidar,53
3328,Odometry,320
3328,Odometry,124
3328,Odometry,360
3328,Lidar,330
3328,Odometry,368
3328,Odometry,360
3328,Odometry,320
3328,Kamera,361
3329,Odometry,320
3329,Odometry,124
3329,Odometry,360
3329,Odometry,368
3329,Lidar,24837
3329,Lidar,24837
3329,Lidar,24837
3329,Odometry,360
3329,Odometry,320
3330,Odometry,320
3330,Odometry,124
3330,Odometry,360
3330,Odometry,368
3330,Odometry,360
3330,Odometry,320
3330,Lidar,24837
3330,Lidar,24901
3330,Lidar,24901
3330,Lidar,24901
3330,Odometry,320
3330,Odometry,124
3331,Odometry,360
3331,Odometry,360
3331,Odometry,368
3331,Odometry,320
3331,Kamera,6912056
3332,Lidar,24901
3332,Lidar,24837
3332,Lidar,24837
3332,Lidar,24837
3332,Odometry,320
3332,Odometry,124
3332,Lidar,24837
3332,Odometry,360
3332,Odometry,368
3332,Odometry,360
3332,Odometry,320
3332,Odometry,320
3332,Odometry,124
3332,Odometry,360
3332,Odometry,368
3333,Odometry,360
3333,Odometry,320
3333,Lidar,24901
3334,Odometry,320
3334,Odometry,124
3334,Odometry,360
3334,Odometry,368
3334,Odometry,320
3334,Odometry,360
3334,Lidar,24837
3335,Odometry,320
3335,Odometry,124
3335,Odometry,360
3335,Odometry,368
3335,Odometry,711
3335,Odometry,711
3335,Odometry,711
3335,Odometry,711
3335,Odometry,711
3335,Odometry,711
3335,Odometry,711
3335,Odometry,711
3335,Odometry,711
3335,Odometry,711
3335,Odometry,711
3335,Odometry,711
3335,Odometry,711
3335,Odometry,711
3335,Odometry,711
3335,Odometry,711
3335,Odometry,711
3335,Odometry,711
3335,Odometry,360
3335,Odometry,320
3335,Odometry,320
3335,Odometry,124
3335,Odometry,360
3335,Odometry,368
3335,Odometry,711
3336,Odometry,360
3336,Odometry,320
3336,Lidar,53
3336,Lidar,328
3336,Lidar,24837
3336,Odometry,320
3336,Odometry,360
3336,Odometry,360
3336,Odometry,368
3337,Lidar,24837
3337,Odometry,124
3337,Lidar,24837
3337,Lidar,24837
3337,Odometry,320
3337,Odometry,320
3338,Odometry,124
3338,Odometry,360
3338,Odometry,368
3338,Odometry,360
3338,Odometry,320
3338,Lidar,53
3338,Lidar,330
3338,Lidar,24901
3338,Lidar,24901
3338,Lidar,24901
3338,Lidar,24837
3339,Odometry,320
3339,Odometry,124
3339,Odometry,360
3339,Odometry,368
3339,Odometry,320
3339,Odometry,360
3340,Lidar,24901
3340,Lidar,24837
3340,Odometry,320
3340,Odometry,124
3340,Odometry,368
3340,Odometry,360
3340,Odometry,360
3340,Odometry,320
3340,Lidar,53
3340,Lidar,329
3340,Odometry,320
3340,Odometry,124
3340,Odometry,360
3340,Odometry,710
3340,Odometry,710
3340,Odometry,710
3341,Odometry,710
3341,Odometry,710
3341,Odometry,710
3341,Odometry,710
3341,Odometry,710
3341,Odometry,710
3341,Odometry,710
3341,Odometry,710
3341,Odometry,710
3341,Odometry,710
3341,Odometry,710
3341,Odometry,710
3341,Odometry,710
3341,Odometry,710
3341,Odometry,710
3341,Odometry,360
3341,Odometry,368
3341,Odometry,320
3341,Lidar,24901
3341,Odometry,320
3341,Odometry,124
3341,Odometry,360
3341,Odometry,710
3342,Odometry,360
3342,Odometry,368
3342,Odometry,320
3342,Lidar,24837
3342,Lidar,24837
3342,Lidar,24837
3343,Odometry,320
3343,Odometry,124
3343,Odometry,360
3343,Odometry,368
3343,Odometry,320
3343,Odometry,360
3343,Odometry,320
3343,Odometry,124
3343,Odometry,360
3343,Odometry,368
3344,Odometry,320
3344,Odometry,360
3344,Lidar,24837
3345,Odometry,320
3345,Odometry,124
3345,Odometry,360
3345,Odometry,368
3345,Odometry,360
3345,Lidar,24837
3345,Lidar,24837
3345,Lidar,24837
3345,Odometry,320
3345,Odometry,320
3345,Odometry,124
3345,Odometry,360
3345,Odometry,368
3345,Odometry,360
3346,Odometry,320
3346,Lidar,24901
3346,Lidar,24901
3346,Lidar,24901
3346,Lidar,24837
3346,Lidar,53
3346,Lidar,24837
3346,Odometry,320
3347,Odometry,124
3347,Odometry,360
3347,Odometry,368
3347,Odometry,360
3347,Odometry,320
3348,Lidar,24901
3348,Lidar,53
3348,Lidar,330
3348,Lidar,24837
3348,Odometry,320
3348,Odometry,124
3348,Odometry,360
3348,Odometry,368
3348,Odometry,320
3348,Odometry,360
3349,Odometry,320
3349,Odometry,124
3349,Odometry,360
3349,Odometry,368
3349,Odometry,320
3349,Odometry,360
3349,Sonstige,117
3349,Sonstige,115
3349,Lidar,24901
3349,Odometry,320
3350,Odometry,124
3350,Odometry,360
3350,Odometry,368
3350,Odometry,360
3350,Odometry,320
3350,Lidar,328
3351,Odometry,320
3351,Odometry,124
3351,Odometry,360
3351,Odometry,360
3351,Odometry,368
3351,Odometry,320
3351,Odometry,124
3351,Odometry,320
3351,Odometry,360
3351,Odometry,368
3352,Odometry,320
3352,Odometry,360
3352,Lidar,6291675
3352,Odometry,320
3353,Lidar,24837
3353,Lidar,24837
3353,Odometry,124
3353,Lidar,24837
3353,Odometry,360
3353,Odometry,368
3353,Odometry,320
3353,Odometry,360
3353,Lidar,24837
3353,Lidar,24837
3353,Lidar,24837
3354,Lidar,24901
3354,Lidar,24901
3354,Lidar,24901
3354,Odometry,320
3354,Odometry,124
3354,Odometry,360
3354,Odometry,368
3354,Odometry,711
3354,Odometry,711
3354,Odometry,711
3354,Odometry,711
3354,Odometry,711
3354,Odometry,711
3354,Odometry,711
3354,Odometry,711
3354,Odometry,711
3354,Odometry,711
3354,Odometry,711
3354,Odometry,711
3354,Odometry,711
3354,Odometry,711
3354,Odometry,320
3354,Odometry,360
3354,Odometry,711
3354,Odometry,711
3354,Odometry,711
3354,Odometry,711
3354,Lidar,24837
3354,Lidar,262206
3354,Lidar,262206
3354,Odometry,320
3354,Odometry,360
3354,Odometry,368
3354,Odometry,124
3354,Odometry,711
3355,Lidar,262206
3355,Odometry,320
3355,Odometry,360
3355,Lidar,262206
3355,Sonstige,121
3355,Sonstige,119
3355,Lidar,24837
3356,Odometry,320
3356,Odometry,124
3356,Odometry,360
3356,Odometry,368
3356,Lidar,24837
3356,Odometry,360
3356,Odometry,320
3356,Lidar,53
3356,Lidar,328
3356,Odometry,320
3356,Odometry,124
3357,Odometry,360
3357,Odometry,368
3357,Odometry,360
3357,Odometry,320
3357,Lidar,24901
3357,Lidar,24837
3357,Lidar,24901
3358,Lidar,53
3358,Odometry,320
3358,Odometry,124
3358,Odometry,360
3358,Lidar,330
3358,Odometry,360
3358,Odometry,368
3358,Odometry,320
3358,Lidar,6291677
3359,Odometry,320
3359,Odometry,124
3359,Odometry,360
3359,Odometry,368
3359,Odometry,360
3359,Odometry,320
3359,Odometry,320
3359,Odometry,360
3359,Odometry,124
3359,Odometry,368
3359,Odometry,710
3359,Odometry,710
3359,Odometry,710
3359,Odometry,710
3360,Odometry,710
3360,Odometry,710
3360,Odometry,710
3360,Odometry,710
3360,Odometry,710
3360,Odometry,710
3360,Odometry,710
3360,Odometry,710
3360,Odometry,710
3360,Odometry,710
3360,Odometry,710
3360,Odometry,710
3360,Odometry,710
3360,Odometry,710
3360,Odometry,360
3360,Odometry,320
3360,Lidar,24837
3360,Lidar,24837
3360,Lidar,24837
3360,Odometry,320
3360,Odometry,124
3360,Odometry,360
3360,Odometry,368
3360,Odometry,710
3361,Odometry,320
3361,Odometry,360
3361,Lidar,53
3361,Lidar,329
3361,Lidar,262208
3362,Lidar,262208
3362,Lidar,262208
3362,Lidar,262208
3362,Lidar,24901
3362,Lidar,24901
3362,Lidar,24901
3362,Lidar,24837
3362,Odometry,320
3362,Odometry,124
3362,Odometry,360
3362,Odometry,360
3362,Odometry,368
3362,Odometry,320
3362,Odometry,320
3362,Odometry,124
3362,Odometry,360
3362,Odometry,368
3363,Odometry,360
3363,Odometry,320
3363,Lidar,24837
3363,Lidar,24837
3363,Lidar,24837
3363,Lidar,24901
3363,Odometry,320
3363,Odometry,124
3364,Odometry,360
3364,Lidar,24837
3364,Odometry,368
3364,Odometry,360
3364,Odometry,320
3364,Odometry,320
3364,Odometry,124
3364,Odometry,360
3364,Odometry,368
3364,Odometry,360
3365,Lidar,24901
3365,Odometry,320
3365,Lidar,24837
3365,Odometry,320
3365,Odometry,124
3365,Odometry,368
3365,Odometry,360
3366,Odometry,360
3366,Odometry,320
3366,Lidar,53
3366,Lidar,328
3367,Odometry,320
3367,Odometry,124
3367,Odometry,360
3367,Odometry,368
3367,Odometry,360
3367,Odometry,320
3367,Lidar,24837
3367,Odometry,320
3367,Odometry,124
3367,Odometry,360
3368,Odometry,368
3368,Odometry,360
3368,Odometry,320
3368,Lidar,53
3368,Lidar,330
3368,Lidar,24837
3368,Lidar,24837
3368,Lidar,24837
3368,Odometry,320
3368,Odometry,124
3368,Odometry,360
3368,Odometry,368
3368,Odometry,360
3368,Odometry,320
3369,Lidar,24901
3369,Lidar,24901
3369,Lidar,24901
3370,Lidar,24837
3370,Odometry,320
3370,Odometry,124
3370,Odometry,360
3370,Odometry,368
3370,Odometry,360
3370,Odometry,320
3370,Kamera,362
3370,Odometry,320
3370,Odometry,124
3370,Odometry,360
3371,Odometry,368
3371,Odometry,360
3371,Odometry,320
3371,Lidar,24901
3371,Lidar,53
3371,Lidar,24837
3371,Lidar,329
3371,Odometry,320
3371,Odometry,124
3372,Odometry,360
3372,Odometry,368
3372,Odometry,360
3372,Odometry,320
3372,Odometry,320
3372,Odometry,124
3373,Odometry,360
3373,Lidar,24901
3373,Odometry,368
3373,Odometry,711
3373,Odometry,711
3373,Odometry,711
3373,Odometry,711
3373,Odometry,711
3373,Odometry,711
3373,Odometry,711
3373,Odometry,711
3373,Odometry,711
3373,Odometry,711
3373,Odometry,711
3373,Odometry,711
3373,Odometry,711
3373,Odometry,711
3373,Odometry,711
3373,Odometry,711
3373,Odometry,711
3373,Odometry,711
3373,Odometry,360
3373,Odometry,320
3373,Kamera,6912057
3373,Lidar,24837
3373,Lidar,24837
3373,Lidar,24837
3373,Odometry,320
3373,Odometry,124
3373,Odometry,360
3373,Odometry,368
3374,Odometry,711
3374,Odometry,360
3374,Odometry,320
3375,Odometry,320
3375,Odometry,124
3375,Odometry,360
3375,Odometry,360
3375,Odometry,368
3375,Odometry,320
3375,Lidar,24837
3376,Odometry,320
3376,Odometry,124
3376,Odometry,360
3376,Odometry,368
3376,Odometry,360
3376,Odometry,320
3376,Lidar,24837
3376,Lidar,24837
3376,Lidar,53
3376,Lidar,24837
3376,Lidar,328
3376,Odometry,320
3377,Odometry,124
3377,Odometry,360
3377,Odometry,368
3377,Odometry,320
3377,Odometry,360
3377,Lidar,24901
3377,Lidar,24901
3377,Lidar,24901
3377,Lidar,53
3377,Lidar,330
3378,Lidar,24837
3378,Lidar,24837
3378,Odometry,320
3378,Odometry,124
3378,Odometry,360
3378,Odometry,360
3378,Odometry,368
3378,Odometry,320
3379,Odometry,320
3379,Odometry,124
3379,Odometry,360
3379,Odometry,368
3379,Odometry,710
3379,Odometry,710
3379,Odometry,710
3379,Odometry,710
3379,Odometry,710
3379,Odometry,710
3379,Odometry,710
3379,Odometry,710
3379,Odometry,710
3379,Odometry,710
3379,Odometry,710
3379,Odometry,710
3379,Odometry,710
3379,Odometry,710
3379,Odometry,710
3379,Odometry,710
3379,Odometry,710
3379,Odometry,710
3379,Odometry,320
3379,Odometry,360
3379,Lidar,24901
3379,Lidar,24837
3379,Odometry,320
3379,Odometry,124
3379,Odometry,360
3379,Odometry,710
3379,Odometry,360
3379,Odometry,368
3379,Odometry,320
3380,Lidar,24901
3381,Odometry,320
3381,Odometry,124
3381,Odometry,360
3381,Odometry,360
3381,Odometry,368
3381,Odometry,320
3381,Odometry,320
3381,Odometry,124
3382,Odometry,360
3382,Odometry,360
3382,Odometry,368
3382,Odometry,320
3383,Odometry,320
3383,Odometry,124
3383,Odometry,360
3383,Odometry,368
3383,Odometry,360
3383,Odometry,320
3383,Kamera,360
3383,Odometry,320
3384,Odometry,124
3384,Odometry,360
3384,Odometry,368
3384,Odometry,320
3384,Odometry,360
3384,Lidar,24837
3384,Lidar,24837
